Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isol_growth_condt,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,plant_body_site,Platform,ReleaseDate,samp_mat_process,Sample Name,source_material_ID,SRA Study
SRR6658696,AMPLICON,600,1932135,PRJNA430505,SAMN08428366,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",1349012,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635927,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B5_sample299,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,299_Epi_WH_Fall_2016_plant34,299,SRP131882
SRR6658697,AMPLICON,600,55440443,PRJNA430505,SAMN08428194,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",37318950,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635926,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B48_sample127,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,127_Epi_EY_Fall_2014_plant13,127,SRP131882
SRR6658698,AMPLICON,601,57622814,PRJNA430505,SAMN08428236,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",38375488,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635925,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B47_sample169,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,169_Endo_EY_Spring_2016_plant31,169,SRP131882
SRR6658699,AMPLICON,600,33559179,PRJNA430505,SAMN08428214,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",23209125,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635924,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B46_sample147,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,147_Endo_EY_Spring_2014_plant3,147,SRP131882
SRR6658700,AMPLICON,600,13292878,PRJNA430505,SAMN08428068,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",9348448,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635923,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B45_sample1,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,1_Epi_WH_Spring_2014_plant1,1,SRP131882
SRR6658701,AMPLICON,601,54029338,PRJNA430505,SAMN08428433,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",37969953,UNIVERSITY OF TUEBINGEN,19-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635922,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B44_sample368,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,368_Endo_JUG_Spring_2015_plant18,368,SRP131882
SRR6658702,AMPLICON,601,43902106,PRJNA430505,SAMN08428414,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29219138,UNIVERSITY OF TUEBINGEN,06-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635921,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B43_sample347,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,347_Endo_JUG_Fall_2016_plant35,347,SRP131882
SRR6658703,AMPLICON,600,17004125,PRJNA430505,SAMN08428277,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",11432322,UNIVERSITY OF TUEBINGEN,19-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635920,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B42_sample210,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,210_Epi_JUG_Spring_2015_plant15,210,SRP131882
SRR6658704,AMPLICON,600,46011877,PRJNA430505,SAMN08428340,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29815920,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635823,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H15_sample273,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,273_Endo_K6911_Spring_2016_plant10,273,SRP131882
SRR6658705,AMPLICON,600,17775599,PRJNA430505,SAMN08428191,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",12097838,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635919,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B41_sample124,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,124_Epi_EY_Fall_2014_plant10,124,SRP131882
SRR6658706,AMPLICON,601,39306782,PRJNA430505,SAMN08428223,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",25881357,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635918,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B40_sample156,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,156_Endo_EY_Fall_2014_plant12,156,SRP131882
SRR6658707,AMPLICON,600,36016189,PRJNA430505,SAMN08428359,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",24337826,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635917,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E11_sample292,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,292_Epi_ERG_Fall_2016_plant33,292,SRP131882
SRR6658708,AMPLICON,600,44346697,PRJNA430505,SAMN08428116,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29568450,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635916,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E12_sample49,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,49_Endo_WH_Spring_2014_plant1,49,SRP131882
SRR6658709,AMPLICON,600,18619558,PRJNA430505,SAMN08428069,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",12711322,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635915,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.E13_sample2,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,2_Epi_WH_Spring_2014_plant2,2,SRP131882
SRR6658710,AMPLICON,600,48569092,PRJNA430505,SAMN08428228,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",32323121,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635914,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.E14_sample161,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,161_Endo_EY_Fall_2015_plant23,161,SRP131882
SRR6658711,AMPLICON,601,40502890,PRJNA430505,SAMN08428431,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",27479166,UNIVERSITY OF TUEBINGEN,19-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635913,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E15_sample366,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,366_Endo_JUG_Spring_2015_plant16,366,SRP131882
SRR6658712,AMPLICON,600,18233796,PRJNA430505,SAMN08428106,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",12361586,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635912,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E16_sample39,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,39_Epi_ERG_Spring_2014_plant1,39,SRP131882
SRR6658713,AMPLICON,600,3625611,PRJNA430505,SAMN08428094,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",2477384,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635911,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E17_sample27,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,27_Epi_ERG_Spring_2015_plant15,27,SRP131882
SRR6658714,AMPLICON,600,45010015,PRJNA430505,SAMN08428389,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29657446,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635910,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E19_sample322,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,322_Endo_ERG_Fall_2016_plant32,322,SRP131882
SRR6658715,AMPLICON,600,52257191,PRJNA430505,SAMN08428079,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",35375808,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635909,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.E2_sample12,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,12_Epi_WH_Fall_2014_plant12,12,SRP131882
SRR6658716,AMPLICON,596,3380444,PRJNA430505,SAMN08428347,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",2265355,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635908,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E20_sample280,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,280_Epi_K6911_Fall_2015_plant4,280,SRP131882
SRR6658717,AMPLICON,600,49862916,PRJNA430505,SAMN08428260,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",32509643,UNIVERSITY OF TUEBINGEN,28-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635907,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H19_sample193,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,193_Endo_JUG_Spring_2016_plant29,193,SRP131882
SRR6658718,AMPLICON,601,48260898,PRJNA430505,SAMN08428334,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31579196,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635906,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I6_sample267,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,267_Endo_K6911_Fall_2015_plant4,267,SRP131882
SRR6658719,AMPLICON,601,41163498,PRJNA430505,SAMN08428404,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",26891375,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635905,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I7_sample337,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,337_Endo_EY_Fall_2016_plant37,337,SRP131882
SRR6658720,AMPLICON,601,2147257,PRJNA430505,SAMN08428335,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",1481508,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635904,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I4_sample268,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,268_Endo_K6911_Fall_2015_plant5,268,SRP131882
SRR6658721,AMPLICON,601,49067013,PRJNA430505,SAMN08428241,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",33244520,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635903,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I5_sample174,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,174_Endo_JUG_Spring_2014_plant4,174,SRP131882
SRR6658722,AMPLICON,600,1255290,PRJNA430505,SAMN08428360,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",1031481,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635902,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.I26_sample293,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,293_Epi_ERG_Fall_2016_plant34,293,SRP131882
SRR6658723,AMPLICON,601,49409091,PRJNA430505,SAMN08428212,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",33243121,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635901,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.I3_sample145,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,145_Endo_EY_Spring_2014_plant1,145,SRP131882
SRR6658724,AMPLICON,600,460816,PRJNA430505,SAMN08428370,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",374801,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635900,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I24_sample303,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,303_Epi_EY_Fall_2016_plant33,303,SRP131882
SRR6658725,AMPLICON,601,2425229,PRJNA430505,SAMN08428353,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",1894578,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635899,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I25_sample286,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,286_Epi_K6911_Spring_2016_plant10,286,SRP131882
SRR6658726,AMPLICON,600,47124073,PRJNA430505,SAMN08428197,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29083206,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635898,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I22_sample130,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,130_Epi_EY_Spring_2015_plant16,130,SRP131882
SRR6658727,AMPLICON,600,15429081,PRJNA430505,SAMN08428376,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",10404847,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635897,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.I23_sample309,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,309_Epi_K6911_Fall_2016_plant15,309,SRP131882
SRR6658728,AMPLICON,600,44819739,PRJNA430505,SAMN08428186,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",30391571,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635896,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F40_sample119,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,119_Endo_ERG_Spring_2016_plant29,119,SRP131882
SRR6658729,AMPLICON,600,37429071,PRJNA430505,SAMN08428140,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",25713226,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635895,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F41_sample73,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,73_Epi_ERG_Fall_2015_plant19,73,SRP131882
SRR6658730,AMPLICON,600,44829070,PRJNA430505,SAMN08428255,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29587897,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635894,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F34_sample188,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,188_Endo_JUG_Fall_2015_plant24,188,SRP131882
SRR6658731,AMPLICON,601,41049448,PRJNA430505,SAMN08428330,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28387511,UNIVERSITY OF TUEBINGEN,28-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635893,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F35_sample263,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,263_Epi_PFN_Spring_2016_plant21,263,SRP131882
SRR6658732,AMPLICON,599,1016198,PRJNA430505,SAMN08428373,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",773761,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635892,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F32_sample306,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,306_Epi_EY_Fall_2016_plant36,306,SRP131882
SRR6658733,AMPLICON,600,48447980,PRJNA430505,SAMN08428179,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",32118477,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635891,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F33_sample112,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,112_Endo_ERG_Fall_2015_plant22,112,SRP131882
SRR6658734,AMPLICON,600,21223892,PRJNA430505,SAMN08428198,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",14723838,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635890,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F39_sample131,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,131_Epi_EY_Spring_2015_plant17,131,SRP131882
