Sequence_ID	Tour_ID	Site_ID	Plant_ID	Albugo	Necrosis	Host_Species	ClimateZ	Land_cov	Site_name	Site_Name	Correct_Species	For	Lat	Long	HpA_plant	HpA_where	HpA_site	Albugo_tour	Developmental_state	R_diameter	Rosette_color	Herbivory	Disease_RL	Ath.Ath	Ath.other	Growing_on	Humidity_ground	Slope	Sun	Site_type	Site_category	Aspect	Ground_cover	Ground_type	Heterogeneity	Strata_herbs	Strata_shrubs	Strata_trees	Strata_wall_shrub	Strata_wall_tree	Strata_road	Strata_water	Elevation	Date	Air_temp	Air_hum	Soil_temp	Soil_hum	Pop_size	tmax	tmin	vap	ppt	srad	soil	ws	aet	def	PDSI	vpd	pet
PA1426	SSD	P0267	PA1426	NA	NA	Ath	Cfb	90	Grab-1	Grab-1		M	55.75142	13.04138	0		1	0	3	3	1, 5	1	1	6	1	5, 4	2	1	2	6	2	A	2	3, 2	1	50	15	5	NA	NA	25	NA	3	20180507	32.3	26.3	27.1	4.16	150	8.47142857142857	2.78571428571429	0.752857142857143	48.7142857142857	86.7142857142857	88.1428571428571	4.51428571428571	28	6.28571428571429	3.3	0.237142857142857	34.1428571428571
PA1429	SSD	P0268	PA1429	NA	1	Ath	Cfb	90	Olang-1	Olang-1		M	55.79369	13.1225	0		1	0	3	3	1	1	3	6	2	5, 2	2	1	2	4	1	A	1	1, 2	1	15	NA	10	15	20	40	NA	3	20180507	25.4	35.1	26.6	2.45	30	8.25714285714286	2.7	0.744285714285714	52	86.8571428571429	87.7142857142857	4.07142857142857	27.8571428571429	5.28571428571429	3.17142857142857	0.237142857142857	33.2857142857143
PA1431	SSD	P0268	PA1431	NA	1	Ath	Cfb	90	Olang-1	Olang-1		M	55.79369	13.1225	0		1	0	3	4	1	2	1	6	5	5, 2	2	1	2	4	1	A	1	1, 2	1	15	NA	10	15	20	40	NA	3	20180507	25.4	35.1	26.6	2.45	30	8.25714285714286	2.7	0.744285714285714	52	86.8571428571429	87.7142857142857	4.07142857142857	27.8571428571429	5.28571428571429	3.17142857142857	0.237142857142857	33.2857142857143
PA1438	SSD	P0269	PA1438	NA	NA	Ath	Cfb	90	Torne-1	Torne-1		M	55.67777	13.42023	0		1	0	3	3	1, 3	1	3	5	3	6, 5	2	1	3	6	1	A	2	2	2	10	10	5	10	10	55	NA	52	20180508	19.6	49	18.4	0.38	300	7.7	2.78571428571429	0.732857142857143	53.1428571428571	87.2857142857143	93.7142857142857	3.74285714285714	26.2857142857143	4.85714285714286	3.31428571428571	0.215714285714286	31.1428571428571
PA1439	SSD	P0269	PA1439	NA	0	Ath	Cfb	90	Torne-1	Torne-1		M	55.67777	13.42023	0		1	0	4	3	1, 5	2	1	3	4	5, 3	2	1	2	6	1	A	2	2	2	10	10	5	10	10	55	NA	52	20180508	19.6	49	18.4	0.38	300	7.7	2.78571428571429	0.732857142857143	53.1428571428571	87.2857142857143	93.7142857142857	3.74285714285714	26.2857142857143	4.85714285714286	3.31428571428571	0.215714285714286	31.1428571428571
PA1443	SSD	P0270	PA1443	NA	NA	Ath	Cfb	90	Son-1	Son-1		M	55.773	14.15341	0		1	0	3	3	1, 3	2	1	6	5	6, 5	2	1	2	6	1	A	1	2	1	45	15	5	NA	30	5	NA	63	20180508	31.4	28.3	39.5	2.72	30	7.45714285714286	2.61428571428571	0.735714285714286	55.7142857142857	87.4285714285714	90.2857142857143	5.28571428571429	26.8571428571429	5	3.08571428571429	0.198571428571429	31.8571428571429
PA1444	SSD	P0270	PA1444	NA	NA	Ath	Cfb	90	Son-1	Son-1		M	55.773	14.15341	0		1	0	3	3	1	2	1	5	6	6, 5	2	1	3	6	1	A	1	2	1	45	15	5	NA	30	5	NA	63	20180508	31.4	28.3	39.5	2.72	30	7.45714285714286	2.61428571428571	0.735714285714286	55.7142857142857	87.4285714285714	90.2857142857143	5.28571428571429	26.8571428571429	5	3.08571428571429	0.198571428571429	31.8571428571429
PA1451	SSD	P0271	PA1451	NA	1	Ath	Cfb	90	Vita-1	Vita-1		M	55.69422	14.16774	0		1	0	3	3	1, 3	3	1	6	3	3	2	1	3	6	3	A	1	2	1	25	15	NA	10	NA	50	NA	58	20180508	32.1	29.8	31.9	2.48	50	7.41428571428571	2.62857142857143	0.735714285714286	56.2857142857143	87.5714285714286	93.2857142857143	5.54285714285714	27	5	3.24285714285714	0.192857142857143	32.1428571428571
PA1453	SSD	P0271	PA1453	NA	NA	Ath	Cfb	90	Vita-1	Vita-1		M	55.69422	14.16774	0		1	0	3	4	1	2	1	6	3	3	2	1	3	6	3	A	1	2	1	25	15	NA	10	NA	50	NA	58	20180508	32.1	29.8	31.9	2.48	50	7.41428571428571	2.62857142857143	0.735714285714286	56.2857142857143	87.5714285714286	93.2857142857143	5.54285714285714	27	5	3.24285714285714	0.192857142857143	32.1428571428571
PA1458	SSD	P0272	PA1458	NA	NA	Ath	Cfb	120	Sand-1	Sand-1		M	55.57917	14.33291	0		1	0	3	2	1, 3	3	3	5	2	5, 9	2	1	2	9	4	A	4	2, 5	1	75	25	NA	NA	NA	NA	NA	-4	20180508	21.7	45.4	30.1	2.84	150	7.61428571428571	2.82857142857143	0.738571428571429	52.8571428571429	87.7142857142857	97.4285714285714	5.5	28	5.57142857142857	3.48571428571429	0.202857142857143	33.4285714285714
PA1459	SSD	P0272	PA1459	NA	NA	Ath	Cfb	120	Sand-1	Sand-1		M	55.57917	14.33291	0		1	0	4	3	2, 3	2	1	4	1	9	2	1	2	9	4	A	4	2, 5	1	75	25	NA	NA	NA	NA	NA	-4	20180508	21.7	45.4	30.1	2.84	150	7.61428571428571	2.82857142857143	0.738571428571429	52.8571428571429	87.7142857142857	97.4285714285714	5.5	28	5.57142857142857	3.48571428571429	0.202857142857143	33.4285714285714
PA1465	SSD	P0273	PA1465	NA	NA	Ath	Cfb	90	Kia_1	Kia_1		M	56.05585	14.30316	1	RL	1	0	3	2	1, 3	1	2	6	3	6	2	1	2	1	2	A	2	3	1	70	NA	5	NA	NA	25	NA	26	20180509	34.6	26.9	32	3.05	70	7.42857142857143	2.52857142857143	0.74	41.2857142857143	87.4285714285714	89.2857142857143	4.94285714285714	24.2857142857143	6.57142857142857	2.97142857142857	0.2	30.8571428571429
PA1466	SSD	P0273	PA1466	NA	NA	Ath	Cfb	90	Kia_1	Kia_1		M	56.05585	14.30316	0		1	0	3	3	1, 5	1	1	6	3	6	2	1	2	1	2	A	2	3	1	70	NA	5	NA	NA	25	NA	26	20180509	34.6	26.9	32	3.05	70	7.42857142857143	2.52857142857143	0.74	41.2857142857143	87.4285714285714	89.2857142857143	4.94285714285714	24.2857142857143	6.57142857142857	2.97142857142857	0.2	30.8571428571429
PA1473	SSD	P0274	PA1473	NA	NA	Ath	Cfb	110	Ragnar-1	Ragnar-1		M	56.08969	14.64852	0		1	0	3	3	1	1	1	6	3	7	2	1	2	6	3	A	1	4	1	45	25	NA	15	NA	15	NA	9	20180509	37.1	26.8	33.4	3.11	30	7.55714285714286	2.42857142857143	0.727142857142857	52.2857142857143	87	80	3.81428571428571	24.7142857142857	5.85714285714286	2.68571428571429	0.214285714285714	30.4285714285714
PA1475	SSD	P0274	PA1475	NA	NA	Ath	Cfb	110	Ragnar-1	Ragnar-1		M	56.08969	14.64852	0		1	0	3	2	1, 5	1	1	6	6	7	2	2	2	6	3	A	1	4	1	45	25	NA	15	NA	15	NA	9	20180509	37.1	26.8	33.4	3.11	30	7.55714285714286	2.42857142857143	0.727142857142857	52.2857142857143	87	80	3.81428571428571	24.7142857142857	5.85714285714286	2.68571428571429	0.214285714285714	30.4285714285714
PA1478	SSD	P0275	PA1478	NA	1	Ath	Cfb	110	Straw-1	Straw-1		M	56.31554	16.03761	0		1	0	4	3	1	2	3	5	1	6, 9	2	1	1	11	2	A	3	3	1	100	NA	NA	NA	NA	NA	NA	4	20180509	17.8	85.5	16.8	4.67	1000	7.2	1.95714285714286	0.718571428571429	48.1428571428571	89	126.857142857143	4.72857142857143	24.4285714285714	5.28571428571429	3.6	0.194285714285714	29.7142857142857
PA1479	SSD	P0275	PA1479	NA	NA	Ath	Cfb	110	Straw-1	Straw-1		M	56.31554	16.03761	0		1	0	4	2	1, 5, 2007	2	3	6	2	6, 9	2	1	1	11	2	A	3	3	1	100	NA	NA	NA	NA	NA	NA	4	20180509	17.8	85.5	16.8	4.67	1000	7.2	1.95714285714286	0.718571428571429	48.1428571428571	89	126.857142857143	4.72857142857143	24.4285714285714	5.28571428571429	3.6	0.194285714285714	29.7142857142857
PA1485	SSD	P0276	PA1485	NA	NA	Ath	Cfb	90	Aledal_2018	Aledal_2018		M	56.70039	16.51431	0		1	0	4	3	1, 3	3	1	3	3	6, 7	2	1	3	11	2	A	3	3	1	75	NA	15	NA	NA	10	NA	18	20180510	23.5	48.9	23.4	21.4	200	7	1.18571428571429	0.69	38.7142857142857	88.5714285714286	112.428571428571	4.37142857142857	23.4285714285714	5.57142857142857	3.02857142857143	0.207142857142857	29
PA1486	SSD	P0276	PA1486	NA	NA	Ath	Cfb	90	Aledal_2018	Aledal_2018		M	56.70039	16.51431	0		1	0	4	3	1, 3, 2007	3	1	5	4	6, 7	2	1	3	11	2	A	3	3	1	75	NA	15	NA	NA	10	NA	18	20180510	23.5	48.9	23.4	21.4	200	7	1.18571428571429	0.69	38.7142857142857	88.5714285714286	112.428571428571	4.37142857142857	23.4285714285714	5.57142857142857	3.02857142857143	0.207142857142857	29
PA1492	SSD	P0277	PA1492	NA	NA	Ath	Cfb	90	Bag_3	Bag_3		M	56.95902	16.4053	1		1	0	4	4	3, 7	5	2	5	1	6	2	1	2	11	1	A	3	3	1	60	20	10	10	NA	NA	NA	-3	20180510	37.3	38.1	31.2	4.54	1000	6.82857142857143	0.9	0.691428571428571	39.8571428571429	87.8571428571429	113	4.12857142857143	21.8571428571429	5.85714285714286	2.65714285714286	0.2	27.7142857142857
PA1493	SSD	P0277	PA1493	NA	NA	Ath	Cfb	90	Bag_3	Bag_3		M	56.95902	16.4053	0		1	0	4	3	3, 7	3	1	5	1	9	2	1	2	11	1	A	3	3	1	60	20	10	10	NA	NA	NA	-3	20180510	37.3	38.1	31.2	4.54	1000	6.82857142857143	0.9	0.691428571428571	39.8571428571429	87.8571428571429	113	4.12857142857143	21.8571428571429	5.85714285714286	2.65714285714286	0.2	27.7142857142857
PA1497	SSD	P0278	PA1497	NA	NA	Ath	Cfb	90	Frö-1	Frö-1		M	57.40886	15.56853	0		1	0	4	3	1, 3, 2007	5	1	4	1	9	2	1	3	11	2	A	4	3, 5	1	65	NA	15	NA	NA	20	NA	98	20180510	25.1	47.2	22.3	1.45	100	6.41428571428571	0.0857142857142859	0.634285714285714	41.2857142857143	87.2857142857143	85.4285714285714	2.82857142857143	19.8571428571429	6.57142857142857	2.21428571428571	0.23	26.4285714285714
PA1499	SSD	P0278	PA1499	NA	NA	Ath	Cfb	90	Frö-1	Frö-1		M	57.40886	15.56853	0		1	0	4	3	2, 3	1	1	6	2	9, 4	2	1	3	11	2	A	4	3, 5	1	65	NA	15	NA	NA	20	NA	98	20180510	25.1	47.2	22.3	1.45	100	6.41428571428571	0.0857142857142859	0.634285714285714	41.2857142857143	87.2857142857143	85.4285714285714	2.82857142857143	19.8571428571429	6.57142857142857	2.21428571428571	0.23	26.4285714285714
PA1506	SSD	P0279	PA1506	NA	NA	Ath	Dfb	50	Tur-1	Tur-1		M	57.65104	14.80439	0		1	0	3	3	1	2	1	6	3	6, 9	2	4	2	13	4	A	5	5	1	85	NA	NA	15	NA	NA	NA	269	20180511	20.6	75.3	29.1	7.81	150	6.2	-0.857142857142857	0.622857142857143	49.2857142857143	86.4285714285714	77.2857142857143	3.47142857142857	19.1428571428571	6.85714285714286	1.71428571428571	0.214285714285714	25.8571428571429
PA1507	SSD	P0279	PA1507	NA	NA	Ath	Dfb	50	Tur-1	Tur-1		M	57.65104	14.80439	0		1	0	3	3	1, 2, 2005	1	1	6	3	6, 4	2	3	2	13	4	A	5	5	1	85	NA	NA	15	NA	NA	NA	269	20180511	20.6	75.3	29.1	7.81	150	6.2	-0.857142857142857	0.622857142857143	49.2857142857143	86.4285714285714	77.2857142857143	3.47142857142857	19.1428571428571	6.85714285714286	1.71428571428571	0.214285714285714	25.8571428571429
PA1512	SSD	P0280	PA1512	NA	NA	Ath	Dfb	14	Lag-1	Lag-1		M	58.1834	15.00652	0		1	0	4	1	2, 5	1	1	3	3	6, 4	2	4	2	10	2	S	3	1, 4	1	50	5	10	25	NA	20	NA	139	20180511	22.4	71.3	19.9	7.71	150	6.77142857142857	-0.285714285714286	0.627142857142857	37	86.5714285714286	89.1428571428571	3.44285714285714	21.1428571428571	6.57142857142857	1.97142857142857	0.251428571428571	27.7142857142857
PA1513	SSD	P0280	PA1513	NA	1	Ath	Dfb	14	Lag-1	Lag-1		M	58.1834	15.00652	0		1	0	4	2	2, 5	1	1	2	4	6, 7	2	4	2	10	2	S	3	1, 4	1	50	5	10	25	NA	20	NA	139	20180511	22.4	71.3	19.9	7.71	150	6.77142857142857	-0.285714285714286	0.627142857142857	37	86.5714285714286	89.1428571428571	3.44285714285714	21.1428571428571	6.57142857142857	1.97142857142857	0.251428571428571	27.7142857142857
PA1518	SSD	P0281	PA1518	NA	NA	Ath	Dfb	50	Dju-1	Dju-1		M	58.29046	15.12591	0		1	0	4	1	1, 3	3	1	5	3	3, 6	3	1	2	1	3	E	4	3, 5	1	20	10	NA	NA	NA	70	NA	116	20180511	24.6	66.3	25.2	1.72	100	6.81428571428571	-0.214285714285714	0.621428571428571	36.4285714285714	86.4285714285714	91	3.35714285714286	21.4285714285714	6.71428571428571	1.3	0.255714285714286	28
PA1519	SSD	P0281	PA1519	NA	1	Ath	Dfb	50	Dju-1	Dju-1		M	58.29046	15.12591	0		1	0	3	2	3, 5	2	1	5	3	4	3	2	2	1	3	E	4	3, 5	1	20	10	NA	NA	NA	70	NA	116	20180511	24.6	66.3	25.2	1.72	100	6.81428571428571	-0.214285714285714	0.621428571428571	36.4285714285714	86.4285714285714	91	3.35714285714286	21.4285714285714	6.71428571428571	1.3	0.255714285714286	28
PA1525	SSD	P0282	PA1525	NA	NA	Ath	Dfb	190	Hill-1	Hill-1		M	58.82053	14.9585	0		1	0	3	3	1, 3	1	1	5	1	4, 7	3	1	3	6	3	W	4	4	1	55	10	15	10	NA	10	NA	95	20180511	23.9	63.2	21.8	7.59	1000	6.92857142857143	-0.2	0.615714285714286	47.2857142857143	86.4285714285714	84.5714285714286	3.22857142857143	21.8571428571429	6.71428571428571	1.4	0.267142857142857	28.5714285714286
PA1526	SSD	P0282	PA1526	NA	NA	Ath	Dfb	190	Hill-1	Hill-1		M	58.82053	14.9585	0		1	0	3	2	1, 3	1	1	3	4	4, 7	3	1	3	6	3	W	4	4	1	55	10	15	10	NA	10	NA	95	20180511	23.9	63.2	21.8	7.59	1000	6.92857142857143	-0.2	0.615714285714286	47.2857142857143	86.4285714285714	84.5714285714286	3.22857142857143	21.8571428571429	6.71428571428571	1.4	0.267142857142857	28.5714285714286
PA1531	SSD	P0283	PA1531	NA	NA	Ath	Dfb	190	Apollo-1	Apollo-1		M	59.43196	16.06748	0		0	0	4	4	1, 3, 2005	2	3	4	3	4, 7	3	2	4	14	4	N	4	4	1	40	30	30	NA	NA	NA	NA	9	20180512	23.4	64	23.2	16.41	100	6.4	-0.428571428571429	0.587142857142857	33.5714285714286	85.1428571428571	117.714285714286	2.94285714285714	21.1428571428571	6	1.67142857142857	0.275714285714286	27.1428571428571
PA1532	SSD	P0283	PA1532	NA	1	Ath	Dfb	190	Apollo-1	Apollo-1		M	59.43196	16.06748	0		0	0	3	3	1, 3, 2005	2	3	3	1	4, 7	3	2	4	14	4	N	4	4	1	40	30	30	NA	NA	NA	NA	9	20180512	23.4	64	23.2	16.41	100	6.4	-0.428571428571429	0.587142857142857	33.5714285714286	85.1428571428571	117.714285714286	2.94285714285714	21.1428571428571	6	1.67142857142857	0.275714285714286	27.1428571428571
PA1538	SSD	P0284	PA1538	NA	NA	Ath	Dfb	190	Arby-1	Arby-1		M	59.43111	16.80225	0		1	0	4	3	1, 3	2	3	3	1	9	3	1	3	11	4	A	5	5	1	45	30	15	10	NA	NA	NA	3	20180512	24.3	60.2	20.4	4.44	500	6.34285714285714	-0.871428571428572	0.59	36.8571428571429	85.2857142857143	99.4285714285714	2.64285714285714	20.7142857142857	5.57142857142857	1.4	0.27	26.4285714285714
PA1539	SSD	P0284	PA1539	NA	NA	Ath	Dfb	14	Arby-1	Arby-1		M	59.43111	16.80225	0		1	0	4	3	2, 3, 2005	1	1	3	1	9	3	1	3	11	4	A	5	5	1	45	30	15	10	NA	NA	NA	3	20180512	24.3	60.2	20.4	4.44	500	6.34285714285714	-0.871428571428572	0.59	36.8571428571429	85.2857142857143	99.4285714285714	2.64285714285714	20.7142857142857	5.57142857142857	1.4	0.27	26.4285714285714
PA1548	SSD	P0285	PA1548	NA	NA	Ath	Dfb	14	Boulder-1	Boulder-1		M	59.78614	17.58582	0		1	0	3	2	1, 5	2	3	6	3	4, 7	2	1	3	10	3	N, E	3	1, 4	1	5	10	20	65	NA	NA	NA	38	20180513	34.5	24.8	27.9	1.24	100	5.87142857142857	-0.357142857142857	0.58	36	84.1428571428571	157.285714285714	3.07142857142857	20.1428571428571	5.71428571428571	2.55714285714286	0.248571428571429	25.8571428571429
PA1549	SSD	P0285	PA1549	NA	NA	Ath	Dfb	190	Boulder-1	Boulder-1		M	59.78614	17.58582	0		1	0	3	2	1, 3	1	1	3	2	4, 7	2	1	3	10	3	N, E	3	1, 4	1	5	10	20	65	NA	NA	NA	38	20180513	34.5	24.8	27.9	1.24	100	5.87142857142857	-0.357142857142857	0.58	36	84.1428571428571	157.285714285714	3.07142857142857	20.1428571428571	5.71428571428571	2.55714285714286	0.248571428571429	25.8571428571429
PA1569	SCO	P0237	PA1569	NA	NA	Ath	Cfb	190	Stirling	Stirling		M	56.12458	-3.94606	0		1	0	3	4	1	3	3	3	4	6	4	1	2	6	3	S, W	3	2, 3	1	75	NA	NA	15	NA	10	NA	78	20180508	16.4	71.3	15.5	8.5	5000	9.34285714285714	2.55714285714286	0.748571428571429	98.5714285714286	77.5714285714286	33.7142857142857	4.11428571428571	28.7142857142857	7	2.08571428571429	0.234285714285714	35.7142857142857
PA1573	SCO	P0237	PA1573	NA	NA	Ath	Cfb	190	Stirling	Stirling		M	56.12458	-3.94606	0		1	0	3	3	1, 3, 2005	1	3	4	2	6, 4	3	1	2	6	3	S, W	3	2, 3	1	75	NA	NA	15	NA	10	NA	78	20180508	16.4	71.3	15.5	8.5	5000	9.34285714285714	2.55714285714286	0.748571428571429	98.5714285714286	77.5714285714286	33.7142857142857	4.11428571428571	28.7142857142857	7	2.08571428571429	0.234285714285714	35.7142857142857
PA1576	SCO	P0240	PA1576	NA	NA	Ath	Cfb	190	Kinkell	Kinkell Bridge		M	56.32973	-3.72893	1	RL	1	0	4	5	4, 7	2	NA	6	3	6, 7	3	1	4	2	1	A	5	4	1	35	5	NA	10	25	25	NA	14	20180508	15.3	82.5	14.2	6.72	300	9.21428571428572	2.35714285714286	0.737142857142857	83.4285714285714	78.1428571428571	34.5714285714286	3.98571428571429	28	7.14285714285714	2.08571428571429	0.237142857142857	35.1428571428571
PA1580	SCO	P0240	PA1580	NA	NA	Ath	Cfb	14	Kinkell	Kinkell Bridge		M	56.32973	-3.72893	0		1	0	4	3	1, 4	4	3	3	4	6, 4	4	1	3	2	1	A	5	4	1	35	5	NA	10	25	25	NA	14	20180508	15.3	82.5	14.2	6.72	300	9.21428571428572	2.35714285714286	0.737142857142857	83.4285714285714	78.1428571428571	34.5714285714286	3.98571428571429	28	7.14285714285714	2.08571428571429	0.237142857142857	35.1428571428571
PA1583	SCO	P0241	PA1583	NA	NA	Ath	Cfb	14	Errol	Errol		M	56.40711	-3.21213	0		0	0	4	3	2, 3, 2005	2	1	6	3	4	4	2	1	3	3	A	3	2, 3	1	75	5	5	5	NA	10	NA	11	20180508	14.7	88.5	15.5	4.11	10000	9.04285714285714	2.37142857142857	0.765714285714286	54.8571428571429	79.1428571428571	41.8571428571429	5.55714285714286	28.1428571428571	6.57142857142857	2.01428571428571	0.2	34.8571428571429
PA1586	SCO	P0241	PA1586	NA	NA	Ath	Cfb	14	Errol	Errol		M	56.40711	-3.21213	0		0	0	4	3	2, 3, 2005	1	1	5	4	3	4	1	1	3	3	A	3	2, 3	1	75	5	5	5	NA	10	NA	11	20180508	14.7	88.5	15.5	4.11	10000	9.04285714285714	2.37142857142857	0.765714285714286	54.8571428571429	79.1428571428571	41.8571428571429	5.55714285714286	28.1428571428571	6.57142857142857	2.01428571428571	0.2	34.8571428571429
PA1588	SCO	P0242	PA1588	NA	NA	Ath	Cfb	130	Carnoustie	Carnoustie		M	56.50444	-2.75932	0		0	0	3	4	1, 3	4	3	6	3	6	4	1	3	2	3	A	4	3, 5	2	55	15	5	15	NA	10	NA	23	20180509	16.8	62	13.6	4.77	300	8.77142857142857	2.11428571428571	0.748571428571429	57.7142857142857	79.2857142857143	48.2857142857143	6.28571428571429	30.8571428571429	4.71428571428571	1.77142857142857	0.194285714285714	35.5714285714286
PA1591	SCO	P0242	PA1591	NA	NA	Ath	Cfb	210	Carnoustie	Carnoustie		M	56.50444	-2.75932	0		0	0	3	3	1	2	1	5	3	6	3	2	4	2	3	A	4	3, 5	2	55	15	5	15	NA	10	NA	23	20180509	16.8	62	13.6	4.77	300	8.77142857142857	2.11428571428571	0.748571428571429	57.7142857142857	79.2857142857143	48.2857142857143	6.28571428571429	30.8571428571429	4.71428571428571	1.77142857142857	0.194285714285714	35.5714285714286
PA1595	SCO	P0243	PA1595	NA	NA	Ath	Cfb	130	Whitestone	Whitestone		M	57.02153	-2.59091	0		0	0	4	4	1, 2	2	3	4	4	4, 7	2	1	2	4	3	S	3	2, 3	1	50	NA	NA	15	20	15	NA	78	20180509	17.7	50.4	15.2	0.27	1000	8.38571428571429	1.9	0.714285714285714	62.4285714285714	77.5714285714286	55.5714285714286	5.04285714285714	31.5714285714286	3.42857142857143	1.72857142857143	0.208571428571429	35
PA1597	SCO	P0243	PA1597	NA	NA	Ath	Cfb	130	Whitestone	Whitestone		M	57.02153	-2.59091	0		0	0	3	4	1, 4	3	1	3	2	6, 7	2	2	3	4	3	S	3	2, 3	1	50	NA	NA	15	20	15	NA	78	20180509	17.7	50.4	15.2	0.27	1000	8.38571428571429	1.9	0.714285714285714	62.4285714285714	77.5714285714286	55.5714285714286	5.04285714285714	31.5714285714286	3.42857142857143	1.72857142857143	0.208571428571429	35
PA1600	SCO	P0244	PA1600	NA	NA	Ath	Cfb	30	Lumsden	Lumsden		M	57.28711	-2.87331	0		0	0	3	3	1, 3	2	1	3	3	5, 7	3	1	3	12	1	W	3	2, 4	1	15	NA	20	40	10	15	NA	238	20180509	13.5	55.5	14	1.79	1000	7.77142857142857	1.24285714285714	0.664285714285714	72.8571428571429	76.7142857142857	45.4285714285714	5.2	31	3.85714285714286	2	0.22	34.8571428571429
PA1604	SCO	P0244	PA1604	NA	NA	Ath	Cfb	20	Lumsden	Lumsden		M	57.28711	-2.87331	0		0	0	3	3	1, 4	3	3	2	5	6	3	1	4	12	1	W	3	2, 4	1	15	NA	20	40	10	15	NA	238	20180509	13.5	55.5	14	1.79	1000	7.77142857142857	1.24285714285714	0.664285714285714	72.8571428571429	76.7142857142857	45.4285714285714	5.2	31	3.85714285714286	2	0.22	34.8571428571429
PA1606	SCO	P0245	PA1606	NA	NA	Ath	Cfc	20	Cabrach	Cabrach		M	57.32767	-3.02025	0		0	0	2	2	1	1	1	6	1	6	3	1	3	6	3	S, W	4	3, 5	1	55	NA	5	40	NA	NA	NA	317	20180509	11.5	69.1	13.5	1.98	50	7.1	0.571428571428571	0.66	79.4285714285714	76.2857142857143	41.8571428571429	5.68571428571429	26.1428571428571	3.85714285714286	2.07142857142857	0.187142857142857	30
PA1610	SCO	P0246	PA1610	NA	NA	Ath	Cfb	14	Maggieknockater	Maggieknockater		M	57.50316	-3.13416	0		0	0	3	5	1	3	1	4	1	9	3	2	3	6	3	S,E	4	3, 5	1	45	NA	5	15	35	NA	NA	168	20180509	11.4	68.4	12.5	12.3	50	7.85714285714286	1.22857142857143	0.668571428571429	74.2857142857143	75.7142857142857	40	6.01428571428571	32.2857142857143	3.85714285714286	2.12857142857143	0.217142857142857	36
PA1611	SCO	P0247	PA1611	NA	NA	Ath	Cfb	210	Rothes	Rothes		M	57.52013	-3.20886	0		0	0	4	3	1, 5	3	1	6	3	6, 5	1	1	1	4	3	A	2	3	1	75	5	5	NA	NA	15	NA	70	20180510	19.2	40.4	24.2	0.47	10000	8.04285714285714	1.34285714285714	0.68	65.1428571428571	75.7142857142857	39.1428571428571	5.08571428571429	30	4.14285714285714	2.11428571428571	0.217142857142857	34.1428571428571
PA1612	SCO	P0247	PA1612	NA	NA	Ath	Cfb	50	Rothes	Rothes		M	57.51982	-3.20906	0		0	0	4	3	1	2	1	3	3	6, 5	1	1	1	4	3	A	2	3	1	75	5	5	NA	NA	15	NA	70	20180510	19.2	40.4	24.2	0.47	10000	8.04285714285714	1.34285714285714	0.68	65.1428571428571	75.7142857142857	39.1428571428571	5.08571428571429	30	4.14285714285714	2.11428571428571	0.217142857142857	34.1428571428571
PA1617	SCO	P0248	PA1617	NA	NA	Ath	Cfb	100	Findlater_Castle	Findlater Castle		M	57.68685	-2.77162	0		0	0	3	2	5	1	1	1	3	4, 5	2	1	3	11	3	A	4	5	1	55	NA	NA	NA	35	10	NA	61	20180510	21.2	49	15	1.9	30	8.45714285714286	1.88571428571429	0.718571428571429	56.1428571428571	76.1428571428571	42.4285714285714	5.95714285714286	29.8571428571429	5.85714285714286	2.31428571428571	0.207142857142857	35.4285714285714
PA1621	SCO	P0255	PA1621	NA	NA	Ath	Cfc	14	Lochcarron	Lochcarron		M	57.40237	-5.48587	0		0	0	3	3	2, 3	3	1	1	3	4	4	4	3	2	1	S, E	5	5	1	55	5	10	NA	NA	25	5	14	20180511	15.7	69.6	15.6	28.08	50	8.2	2.55714285714286	0.752857142857143	200.857142857143	72.1428571428571	17.2857142857143	6.24285714285714	32.1428571428571	1.14285714285714	2.52857142857143	0.182857142857143	33.1428571428571
PA1624	SCO	P0249	PA1624	NA	NA	Ath	Cfb	30	Wester_Greenskares	Wester Greenskares		M	57.66273	-2.3748	1	RL	1	0	3	3	4	4	2	3	6	6	3	3	3	2	2	A	2	3, 2	1	25	NA	15	20	NA	40	NA	133	20180510	15.3	56.2	16.6	7.57	300	8.25714285714286	1.95714285714286	0.714285714285714	62.4285714285714	76.5714285714286	45.7142857142857	6.88571428571429	32.1428571428571	4.42857142857143	2.34285714285714	0.2	36.5714285714286
PA1627	SCO	P0249	PA1627	NA	NA	Ath	Cfb	14	Wester_Greenskares	Wester Greenskares		M	57.66273	-2.3748	0		1	0	4	3	1, 4	4	3	6	1	6, 9	3	1	3	2	2	A	2	3, 2	1	25	NA	15	20	NA	40	NA	133	20180510	15.3	56.2	16.6	7.57	300	8.25714285714286	1.95714285714286	0.714285714285714	62.4285714285714	76.5714285714286	45.7142857142857	6.88571428571429	32.1428571428571	4.42857142857143	2.34285714285714	0.2	36.5714285714286
PA1630	SCO	P0250	PA1630	NA	NA	Ath	Cfb	14	Kinloss_Abbey	Kinloss Abbey		M	57.63403	-3.56683	0		1	0	4	2	1	2	3	5	3	6, 5	3	1	4	6	3	A	2	3, 2	1	50	10	10	20	NA	10	NA	3	20180510	22.4	37.7	18.7	2.48	400	8.78571428571429	1.92857142857143	0.717142857142857	54	75.5714285714286	33	5.04285714285714	27.4285714285714	8.14285714285714	2.24285714285714	0.224285714285714	35.5714285714286
